Tanggal,TMA Realisasi_masl,GHI_,Turbines
4/4/2006,99.22,5.0472,124.96
4/5/2006,99.18,5.3522,125.25
4/6/2006,99.12,5.3407,125.15
4/7/2006,99.2,5.9808,129.50
4/8/2006,99.25,4.7777,125.35
4/9/2006,99.27,4.4388,124.23
4/10/2006,99.18,5.1254,120.88
4/11/2006,99.09,4.7659,118.54
4/12/2006,99.29,5.345,106.31
4/13/2006,99.32,4.0447,109.43
4/14/2006,99.32,2.4139,120.09
4/15/2006,99.26,5.359,120.67
4/16/2006,99.24,5.9618,119.78
4/17/2006,99.18,5.0088,120.36
4/18/2006,99.11,4.8638,123.56
4/19/2006,99.06,5.1202,124.11
4/20/2006,99.08,4.6406,125.28
4/21/2006,99.09,4.2408,126.65
4/22/2006,99.1,4.8511,115.92
4/23/2006,99.1,4.8996,126.48
4/24/2006,99.02,4.6661,118.71
4/25/2006,99.14,4.7556,112.02
4/26/2006,99.27,5.0969,110.00
4/27/2006,99.56,5.2846,110.27
4/28/2006,99.89,5.7221,110.45
4/29/2006,99.94,5.377,103.38
4/30/2006,99.97,3.8813,109.75
5/1/2006,99.89,5.1326,110.02
5/2/2006,99.89,5.5044,110.18
5/3/2006,99.88,5.6902,110.28
5/4/2006,99.87,4.3862,107.66
5/5/2006,99.88,5.6378,109.69
5/6/2006,99.84,4.6884,109.63
5/7/2006,99.8,5.0623,110.45
5/8/2006,99.73,5.724,110.02
5/9/2006,99.68,3.9619,110.40
5/10/2006,99.63,5.4612,110.48
5/11/2006,99.58,5.2013,110.56
5/12/2006,99.57,4.8622,110.59
5/13/2006,99.55,5.8481,109.77
5/14/2006,99.53,5.7737,109.86
5/15/2006,99.5,5.7442,105.82
5/16/2006,99.69,5.4641,114.80
5/17/2006,99.8,4.902,117.81
5/18/2006,99.83,5.5423,128.05
5/19/2006,99.84,4.4669,152.12
5/20/2006,99.82,3.9991,152.23
5/21/2006,99.71,3.4212,152.22
5/22/2006,99.66,2.0417,152.23
5/23/2006,99.64,4.932,152.41
5/24/2006,99.7,4.2998,148.86
5/25/2006,99.57,5.2351,151.80
5/26/2006,99.44,5.3066,151.86
5/27/2006,99.33,4.4402,146.73
5/28/2006,99.21,3.7922,152.14
5/29/2006,99.07,3.2738,152.02
5/30/2006,98.99,4.9646,152.10
5/31/2006,98.93,4.751,152.71
6/1/2006,98.88,5.3443,150.42
6/2/2006,98.83,4.373,152.62
6/3/2006,98.73,4.2425,139.58
6/4/2006,98.63,5.357,137.11
6/5/2006,98.53,3.7394,153.21
6/6/2006,98.46,4.3994,153.07
6/7/2006,98.36,2.0969,153.53
6/8/2006,98.26,4.7141,152.98
6/9/2006,98.14,5.5063,135.73
6/10/2006,98.04,5.7583,153.78
6/11/2006,97.94,5.5488,153.69
6/12/2006,97.8,5.1194,153.72
6/13/2006,97.68,5.1919,148.65
6/14/2006,97.59,5.1636,154.73
6/15/2006,97.53,5.5157,154.88
6/16/2006,97.46,5.0561,141.66
6/17/2006,97.4,5.2798,140.68
6/18/2006,97.31,5.8138,150.36
6/19/2006,97.2,5.6134,154.69
6/20/2006,97.16,5.6962,154.40
6/21/2006,97.16,5.3066,155.38
6/22/2006,97.2,4.7102,156.16
6/23/2006,97.22,4.7839,152.81
6/24/2006,97.24,4.8031,152.18
6/25/2006,97.2,5.196,151.85
6/26/2006,97.09,5.7775,144.78
6/27/2006,97.09,5.7559,166.07
6/28/2006,97.04,5.6537,142.29
6/29/2006,97.05,5.4091,134.83
6/30/2006,97.04,5.2721,166.09
7/1/2006,97.01,4.5444,142.79
7/2/2006,96.9,4.9111,168.15
7/3/2006,96.78,4.9867,170.21
7/4/2006,96.73,5.2934,155.13
7/5/2006,96.66,5.4132,134.40
7/6/2006,96.57,5.107,134.67
7/7/2006,96.48,4.5713,135.61
7/8/2006,96.38,4.9313,144.37
7/9/2006,96.23,5.0342,164.67
7/10/2006,96.12,4.985,174.45
7/11/2006,96.04,5.1782,159.77
7/12/2006,95.94,5.231,172.08
7/13/2006,95.9,4.4218,173.34
7/14/2006,95.84,4.6654,172.44
7/15/2006,95.74,4.8223,172.43
7/16/2006,95.59,4.8473,161.85
7/17/2006,95.46,4.8689,136.70
7/18/2006,95.38,5.0698,134.92
7/19/2006,95.38,4.8775,154.00
7/20/2006,95.3,4.0716,171.80
7/21/2006,95.3,5.2558,171.78
7/22/2006,95.3,4.4021,172.48
7/23/2006,95.2,4.6913,172.34
7/24/2006,95.05,5.419,171.23
7/25/2006,95.07,5.5966,165.70
7/26/2006,95.09,6.0972,171.81
7/27/2006,95.1,5.6942,172.06
7/28/2006,95.15,4.0483,171.53
7/29/2006,95.18,5.0693,164.63
7/30/2006,95.14,5.2279,170.91
7/31/2006,95.08,5.9069,149.88
8/1/2006,95.07,5.5519,161.25
8/2/2006,95.01,6.2623,154.05
8/3/2006,94.97,6.437,149.64
8/4/2006,94.97,6.4853,142.05
8/5/2006,94.96,6.4711,159.57
8/6/2006,94.85,5.9304,153.50
8/7/2006,94.72,5.7341,159.55
8/8/2006,94.63,6.0317,154.18
8/9/2006,94.57,5.4624,148.19
8/10/2006,94.56,4.8876,143.30
8/11/2006,94.45,5.4274,148.77
8/12/2006,94.34,5.6388,147.59
8/13/2006,94.24,6.1428,149.03
8/14/2006,94.16,5.6359,145.56
8/15/2006,94.09,5.3868,148.47
8/16/2006,93.97,5.826,148.63
8/17/2006,93.89,6.1622,147.27
8/18/2006,93.77,5.5483,141.24
8/19/2006,93.67,4.9507,150.65
8/20/2006,93.56,5.7437,150.47
8/21/2006,93.44,5.6551,150.48
8/22/2006,93.29,5.7144,150.61
8/23/2006,93.2,6.0962,138.10
8/24/2006,93.1,5.8675,150.67
8/25/2006,92.97,6.0871,151.80
8/26/2006,92.87,6.4087,148.59
8/27/2006,92.74,6.1075,151.75
8/28/2006,92.55,6.1522,151.59
8/29/2006,92.4,6.1207,148.81
8/30/2006,92.29,5.1038,136.60
8/31/2006,92.22,5.4319,131.51
9/1/2006,92.16,5.7826,136.90
9/2/2006,92.02,6.5741,152.55
9/3/2006,91.94,6.7615,130.85
9/4/2006,91.84,6.3559,140.52
9/5/2006,91.74,6.2321,159.33
9/6/2006,91.62,6.2597,143.45
9/7/2006,91.5,6.2074,164.93
9/8/2006,91.35,6.2393,131.93
9/9/2006,91.27,6.6502,153.80
9/10/2006,91.13,6.7416,156.66
9/11/2006,90.93,6.5395,142.63
9/12/2006,90.82,6.5402,127.99
9/13/2006,90.68,5.9134,138.13
9/14/2006,90.51,5.0002,164.79
9/15/2006,90.32,5.724,151.48
9/16/2006,90.16,5.6011,164.07
9/17/2006,90.01,6.1834,165.29
9/18/2006,89.79,6.7555,155.39
9/19/2006,89.61,6.7558,157.97
9/20/2006,89.43,6.5753,162.87
9/21/2006,89.21,6.2758,162.99
9/22/2006,89.03,6.599,161.75
9/23/2006,88.86,6.5014,144.97
9/24/2006,88.75,7.1916,122.99
9/25/2006,88.64,6.9156,116.86
9/26/2006,88.55,6.1042,126.66
9/27/2006,88.43,6.0154,150.76
9/28/2006,88.33,6.5009,157.84
9/29/2006,88.21,6.7774,158.32
9/30/2006,88.12,6.5882,158.80
10/1/2006,87.94,7.2804,157.08
10/2/2006,87.74,7.4758,156.77
10/3/2006,87.56,6.8813,150.84
10/4/2006,87.44,6.2868,158.73
10/5/2006,87.27,6.7044,151.28
10/6/2006,87.07,6.7106,157.65
10/7/2006,86.93,6.7802,153.50
10/8/2006,86.68,5.9083,154.83
10/9/2006,86.49,5.8812,134.92
10/10/2006,86.35,6.4094,113.00
10/11/2006,86.29,7.2876,116.07
10/12/2006,86.23,6.7663,147.93
10/13/2006,86.08,6.5784,134.97
10/14/2006,85.9,6.7826,136.62
10/15/2006,85.75,5.6966,129.29
10/16/2006,85.61,5.5519,113.00
10/17/2006,85.49,5.2898,97.47
10/18/2006,85.46,6.1282,106.64
10/19/2006,85.34,5.7905,96.59
10/20/2006,85.22,6.4978,112.44
10/21/2006,85.08,6.6115,111.26
10/22/2006,84.93,5.8882,113.30
10/23/2006,84.83,5.6825,112.75
10/24/2006,84.69,6.6228,111.70
10/25/2006,84.61,6.2554,113.47
10/26/2006,84.54,5.1468,112.53
10/27/2006,84.41,6.1118,111.97
10/28/2006,84.27,5.4432,114.52
10/29/2006,84.09,5.6345,113.59
10/30/2006,83.95,5.2637,104.65
10/31/2006,83.87,5.7348,114.07
11/1/2006,83.9,5.9364,113.85
11/2/2006,83.88,5.9959,109.53
11/3/2006,83.8,5.2836,111.06
11/4/2006,83.7,5.2303,101.87
11/5/2006,83.57,5.471,111.70
11/6/2006,83.41,6.0379,111.39
11/7/2006,83.16,5.4794,102.55
11/8/2006,83.06,4.9308,111.40
11/9/2006,82.81,5.1967,110.64
11/10/2006,82.59,6.0283,111.70
11/11/2006,82.39,5.7574,111.42
11/12/2006,82.19,6.1063,112.11
11/13/2006,81.96,6.4586,110.23
11/14/2006,81.8,6.2722,110.47
11/15/2006,81.59,6.8513,109.19
11/16/2006,81.38,6.2952,108.70
11/17/2006,81.2,6.0994,106.67
11/18/2006,81,5.5486,104.98
11/19/2006,80.79,6.1798,104.96
11/20/2006,80.57,6.0036,103.94
11/21/2006,80.37,6.3912,97.59
11/22/2006,80.17,5.2409,104.04
11/23/2006,79.99,4.5526,102.29
11/24/2006,79.8,4.5223,101.93
11/25/2006,79.6,5.094,104.23
11/26/2006,79.44,5.3834,102.42
11/27/2006,79.17,3.4987,83.33
11/28/2006,79.03,4.6313,101.21
11/29/2006,78.82,5.3122,100.57
11/30/2006,78.71,6.0108,92.75
12/1/2006,78.62,5.1859,100.38
12/2/2006,78.5,4.8559,95.13
12/3/2006,78.38,4.6183,80.83
12/4/2006,78.4,4.3056,79.23
12/5/2006,78.49,5.2877,100.36
12/6/2006,78.57,5.4492,100.61
12/7/2006,78.74,5.6366,100.87
12/8/2006,78.96,5.7077,100.95
12/9/2006,78.99,5.964,101.69
12/10/2006,79.07,4.4508,93.70
12/11/2006,79.02,5.9657,102.78
12/12/2006,79.05,5.5284,102.17
12/13/2006,79.09,3.7224,101.02
12/14/2006,79.19,5.9676,102.54
12/15/2006,79.3,5.9215,100.14
12/16/2006,79.39,6.0506,100.29
12/17/2006,79.39,5.3443,100.43
12/18/2006,79.36,2.8003,100.23
12/19/2006,79.4,5.2411,100.54
12/20/2006,79.46,4.6315,98.21
12/21/2006,79.68,5.1739,100.55
12/22/2006,79.97,4.9903,99.91
12/23/2006,80.5,4.6224,100.19
12/24/2006,80.9,3.2513,95.10
12/25/2006,81.37,3.4946,100.01
12/26/2006,81.94,4.1964,94.06
12/27/2006,82.57,3.21,94.67
12/28/2006,83.02,4.2979,99.06
12/29/2006,83.35,2.5514,99.11
12/30/2006,83.65,3.425,100.06
12/31/2006,83.93,4.0819,100.34
1/1/2007,84.09,4.2898,99.28
1/2/2007,84.29,5.3986,97.22
1/3/2007,84.54,4.8389,95.07
1/4/2007,84.72,6.1301,97.33
1/5/2007,84.8,5.9443,95.62
1/6/2007,84.85,6.1954,97.05
1/7/2007,84.85,6.9415,105.26
1/8/2007,84.8,6.6132,109.69
1/9/2007,84.78,6.3101,110.99
1/10/2007,84.75,7.0447,113.92
1/11/2007,84.72,6.6773,97.75
1/12/2007,84.6,5.5944,111.90
1/13/2007,84.5,6.8846,109.26
1/14/2007,84.32,5.286,114.50
1/15/2007,84.12,5.4355,113.97
1/16/2007,83.99,5.7751,109.43
1/17/2007,83.84,6.5647,115.15
1/18/2007,83.75,5.676,113.77
1/19/2007,83.62,6.0288,111.19
1/20/2007,83.56,5.3587,110.89
1/21/2007,83.41,5.6534,112.17
1/22/2007,83.25,5.0746,110.64
1/23/2007,83.16,2.4521,103.49
1/24/2007,83.07,3.4493,76.77
1/25/2007,82.97,5.081,88.94
1/26/2007,82.86,4.879,89.63
1/27/2007,82.75,4.223,85.12
1/28/2007,82.71,4.9373,76.15
1/29/2007,82.76,3.234,64.55
1/30/2007,82.8,2.8121,59.14
1/31/2007,82.92,3.5294,59.01
2/1/2007,83.02,3.7423,53.55
2/2/2007,83.42,3.6286,40.88
2/3/2007,83.58,2.4158,43.49
2/4/2007,84.07,2.0035,40.13
2/5/2007,84.69,3.5098,44.36
2/6/2007,84.98,4.9399,43.76
2/7/2007,85.33,4.902,43.82
2/8/2007,85.8,3.8803,39.47
2/9/2007,86.25,4.513,40.43
2/10/2007,86.63,4.6099,39.11
2/11/2007,86.89,4.3598,41.39
2/12/2007,87.16,5.185,42.97
2/13/2007,87.47,4.5526,50.80
2/14/2007,87.69,6.6394,50.41
2/15/2007,87.86,4.6109,51.15
2/16/2007,88.2,3.5602,49.21
2/17/2007,88.4,5.1199,47.91
2/18/2007,88.68,5.1142,45.46
2/19/2007,88.9,5.0357,50.70
2/20/2007,89.04,2.3213,57.94
2/21/2007,89.17,4.3901,50.85
2/22/2007,89.45,4.5062,51.36
2/23/2007,89.74,4.9678,62.22
2/24/2007,89.97,2.9026,52.69
2/25/2007,90.3,4.3474,48.15
2/26/2007,90.63,4.5214,47.45
2/27/2007,90.97,4.7218,48.69
2/28/2007,91.3,5.2147,52.85
3/1/2007,91.58,5.9453,53.02
3/2/2007,91.72,2.9894,65.03
3/3/2007,91.84,3.5508,69.29
3/4/2007,92.08,4.627,68.96
3/5/2007,92.18,5.8517,68.08
3/6/2007,92.42,3.8006,71.07
3/7/2007,92.6,3.8794,81.92
3/8/2007,92.67,4.4705,87.84
3/9/2007,92.86,3.589,86.49
3/10/2007,93.18,4.8314,71.10
3/11/2007,93.39,5.5325,65.78
3/12/2007,93.54,5.7034,82.03
3/13/2007,93.77,4.3073,80.84
3/14/2007,93.93,5.623,78.99
3/15/2007,94.2,5.5181,60.92
3/16/2007,94.62,5.4749,61.01
3/17/2007,94.7,4.0949,58.62
3/18/2007,94.85,5.6069,59.89
3/19/2007,94.91,6.0938,59.85
3/20/2007,94.98,4.5986,59.52
3/21/2007,95.05,5.4569,59.82
3/22/2007,95.1,3.6509,70.76
3/23/2007,95.13,3.5402,87.51
3/24/2007,95.13,5.3966,86.93
3/25/2007,95.18,4.6589,89.62
3/26/2007,95.18,4.2708,88.34
3/27/2007,95.24,3.9653,88.89
3/28/2007,95.33,4.7647,88.69
3/29/2007,95.28,5.2999,90.24
3/30/2007,95.24,4.5814,88.61
3/31/2007,95.33,5.1962,88.11
4/1/2007,95.37,5.6467,87.80
4/2/2007,95.36,5.9534,87.88
4/3/2007,95.39,5.5344,87.77
4/4/2007,95.4,5.3326,88.69
4/5/2007,95.38,4.9435,87.33
4/6/2007,95.45,4.5302,87.63
4/7/2007,95.54,5.2541,81.53
4/8/2007,95.59,5.4518,76.05
4/9/2007,95.68,5.3033,80.74
4/10/2007,95.75,4.2089,93.72
4/11/2007,95.82,2.3755,94.86
4/12/2007,95.85,5.5918,93.89
4/13/2007,95.93,5.2992,94.91
4/14/2007,96.07,3.9473,92.94
4/15/2007,96.23,4.1498,94.99
4/16/2007,96.31,4.3279,94.43
4/17/2007,96.43,3.8976,94.83
4/18/2007,96.58,5.371,94.93
4/19/2007,96.83,4.1642,91.70
4/20/2007,97.13,5.4391,94.95
4/21/2007,97.35,4.8655,73.55
4/22/2007,97.55,3.625,73.40
4/23/2007,97.69,5.424,84.03
4/24/2007,97.83,5.0498,85.68
4/25/2007,98.24,3.409,77.52
4/26/2007,98.64,3.2743,65.83
4/27/2007,99,2.6407,48.42
4/28/2007,99.26,5.1439,47.91
4/29/2007,99.62,5.3035,48.97
4/30/2007,99.84,1.9476,63.85
5/1/2007,100.09,3.4632,109.08
5/2/2007,100.19,3.6583,116.12
5/3/2007,100.34,5.1168,126.18
5/4/2007,100.46,5.8553,107.78
5/5/2007,100.58,4.5118,129.55
5/6/2007,100.65,4.8094,116.48
5/7/2007,100.76,5.785,112.80
5/8/2007,100.85,5.4881,125.30
5/9/2007,100.98,5.3386,104.62
5/10/2007,101.01,4.9606,114.81
5/11/2007,101.2,4.583,105.46
5/12/2007,101.25,3.2602,107.54
5/13/2007,101.29,4.0718,84.18
5/14/2007,101.27,2.0666,112.05
5/15/2007,101.29,3.1879,112.02
5/16/2007,101.31,2.1449,110.68
5/17/2007,101.33,5.1533,112.47
5/18/2007,101.32,4.6464,110.28
5/19/2007,101.37,5.1386,106.46
5/20/2007,101.36,5.2234,111.26
5/21/2007,101.37,5.4672,111.26
5/22/2007,101.4,5.393,103.40
5/23/2007,101.42,5.676,110.31
5/24/2007,101.4,5.785,122.00
5/25/2007,101.37,5.5718,149.04
5/26/2007,101.31,5.3539,137.74
5/27/2007,101.27,4.7784,148.61
5/28/2007,101.21,5.6978,114.36
5/29/2007,101.25,5.1425,127.96
5/30/2007,101.23,4.428,139.39
5/31/2007,101.22,3.8806,154.67
6/1/2007,101.19,4.6618,155.00
6/2/2007,101.11,4.722,154.99
6/3/2007,101.05,4.975,150.51
6/4/2007,100.98,4.8115,149.04
6/5/2007,101.01,2.3035,139.25
6/6/2007,101.02,4.6651,150.70
6/7/2007,101.04,4.122,154.67
6/8/2007,101.05,4.3738,155.64
6/9/2007,101.02,5.2169,155.77
6/10/2007,101.03,5.6402,155.19
6/11/2007,100.94,5.4317,130.48
6/12/2007,100.94,5.7079,134.92
6/13/2007,100.9,5.8687,152.86
6/14/2007,100.92,4.6802,152.60
6/15/2007,101.03,4.6997,152.51
6/16/2007,101.14,5.1922,146.21
6/17/2007,101.19,4.6042,91.83
6/18/2007,101.16,3.9367,136.00
6/19/2007,101.21,2.707,123.45
6/20/2007,101.21,2.5217,139.21
6/21/2007,101.21,4.5809,154.50
6/22/2007,101.2,5.3894,135.52
6/23/2007,101.26,5.1185,154.67
6/24/2007,101.18,5.455,147.19
6/25/2007,101.09,5.1017,138.52
6/26/2007,101.09,4.9831,153.26
6/27/2007,101.05,3.6953,142.32
6/28/2007,101.01,1.0894,154.27
6/29/2007,101.05,4.9774,128.45
6/30/2007,101.01,4.6711,150.21
7/1/2007,100.93,5.0333,150.00
7/2/2007,100.86,5.0724,154.68
7/3/2007,100.82,5.6386,134.44
7/4/2007,100.8,5.712,152.98
7/5/2007,100.77,4.9728,143.79
7/6/2007,100.74,4.5566,155.94
7/7/2007,100.72,4.8658,157.00
7/8/2007,100.63,4.9714,156.25
7/9/2007,100.54,5.16,151.07
7/10/2007,100.53,5.9489,147.02
7/11/2007,100.47,5.5195,155.12
7/12/2007,100.46,5.5042,145.94
7/13/2007,100.46,4.854,144.40
7/14/2007,100.45,5.2414,153.10
7/15/2007,100.39,4.6222,151.19
7/16/2007,100.32,4.8026,151.29
7/17/2007,100.34,5.1324,151.87
7/18/2007,100.3,4.7532,137.38
7/19/2007,100.28,5.7878,153.71
7/20/2007,100.24,5.1185,151.76
7/21/2007,100.15,5.3602,147.48
7/22/2007,100.05,5.0285,153.71
7/23/2007,99.93,4.795,155.25
7/24/2007,99.86,5.603,155.44
7/25/2007,99.79,5.2296,131.50
7/26/2007,99.74,6.0401,119.87
7/27/2007,99.67,5.6774,144.88
7/28/2007,99.58,5.2903,129.94
7/29/2007,99.49,5.3429,123.22
7/30/2007,99.4,4.5254,142.29
7/31/2007,99.3,5.9974,128.44
8/1/2007,99.25,5.9923,110.86
8/2/2007,99.15,5.784,113.88
8/3/2007,99.06,6.2136,110.78
8/4/2007,98.98,5.7185,114.87
8/5/2007,98.87,5.9083,98.32
8/6/2007,98.76,5.6215,84.88
8/7/2007,98.69,5.9774,79.29
8/8/2007,98.61,6.2009,83.60
8/9/2007,98.52,5.0722,87.79
8/10/2007,98.43,5.4566,62.55
8/11/2007,98.28,5.8087,86.38
8/12/2007,98.16,5.0424,108.75
8/13/2007,98.07,5.0705,116.90
8/14/2007,97.98,5.677,133.84
8/15/2007,97.87,5.7516,153.13
8/16/2007,97.77,6.3278,153.64
8/17/2007,97.68,5.8416,156.36
8/18/2007,97.55,5.8337,153.89
8/19/2007,97.42,6.2587,156.65
8/20/2007,97.29,4.4772,153.64
8/21/2007,97.21,3.7656,148.95
8/22/2007,97.11,4.7515,157.35
8/23/2007,97,5.4814,157.99
8/24/2007,96.9,5.3758,153.66
8/25/2007,96.79,5.7602,158.24
8/26/2007,96.71,5.6815,157.79
8/27/2007,96.59,6.3413,157.56
8/28/2007,96.48,6.6408,150.33
8/29/2007,96.4,6.5705,136.23
8/30/2007,96.29,6.7613,137.77
8/31/2007,96.17,6.4819,155.45
9/1/2007,96.05,6.7042,159.65
9/2/2007,95.91,6.5702,160.26
9/3/2007,95.74,5.947,159.20
9/4/2007,95.63,5.1758,160.13
9/5/2007,95.54,5.8056,146.01
9/6/2007,95.43,6.4238,152.34
9/7/2007,95.37,5.3606,158.90
9/8/2007,95.33,6.2198,154.03
9/9/2007,95.26,5.7005,154.31
9/10/2007,95.15,5.7302,153.32
9/11/2007,95.07,6.2244,157.28
9/12/2007,95.01,6.1978,146.53
9/13/2007,94.97,6.0816,162.90
9/14/2007,94.88,5.688,162.45
9/15/2007,94.73,5.8639,130.78
9/16/2007,94.56,5.7166,120.68
9/17/2007,94.36,5.1778,115.99
9/18/2007,94.19,5.6998,112.66
9/19/2007,94.01,6.1894,114.28
9/20/2007,93.86,6.4426,118.93
9/21/2007,93.72,7.0685,118.23
9/22/2007,93.54,6.4855,118.32
9/23/2007,93.4,5.7276,118.98
9/24/2007,93.22,4.9277,99.89
9/25/2007,93.1,6.1142,87.72
9/26/2007,92.94,7.207,118.97
9/27/2007,92.8,6.4126,118.75
9/28/2007,92.61,6.7181,118.78
9/29/2007,92.45,7.1942,119.37
9/30/2007,92.28,7.3277,100.77
10/1/2007,92.1,7.2571,116.62
10/2/2007,91.9,6.5455,106.03
10/3/2007,91.71,6.6634,123.73
10/4/2007,91.52,6.5911,120.52
10/5/2007,91.37,5.9592,114.02
10/6/2007,91.18,6.2746,123.52
10/7/2007,91.03,5.8867,123.73
10/8/2007,90.86,5.6172,122.64
10/9/2007,90.7,3.4109,124.45
10/10/2007,90.54,6.3144,120.76
10/11/2007,90.4,5.6609,111.67
10/12/2007,90.26,5.6398,112.16
10/13/2007,90.18,5.5704,112.34
10/14/2007,90.1,6.3408,111.54
10/15/2007,90.03,5.7631,114.43
10/16/2007,89.92,6.1668,116.77
10/17/2007,89.73,5.783,114.78
10/18/2007,89.5,6.9293,99.03
10/19/2007,89.34,6.1939,105.09
10/20/2007,89.15,5.7106,118.72
10/21/2007,89,4.5403,118.89
10/22/2007,88.81,4.1501,116.84
10/23/2007,88.66,4.0099,106.47
10/24/2007,88.6,4.9812,92.24
10/25/2007,88.59,4.4292,70.56
10/26/2007,88.62,5.1146,51.09
10/27/2007,88.75,5.6006,57.30
10/28/2007,88.84,4.8857,56.54
10/29/2007,88.8,3.7104,69.38
10/30/2007,89.03,2.3573,66.50
10/31/2007,89.25,5.0928,71.42
11/1/2007,89.48,4.9303,54.72
11/2/2007,89.74,4.4381,68.38
11/3/2007,89.86,3.4778,60.25
11/4/2007,89.97,5.1276,58.93
11/5/2007,90.02,3.9914,59.10
11/6/2007,90.14,3.8549,58.85
11/7/2007,90.29,4.8437,52.35
11/8/2007,90.5,5.0954,57.50
11/9/2007,90.73,4.6438,51.75
11/10/2007,91.02,4.4546,58.81
11/11/2007,91.31,5.7984,50.62
11/12/2007,91.59,4.8761,45.27
11/13/2007,91.86,5.7662,48.25
11/14/2007,92.19,4.6363,66.29
11/15/2007,92.47,5.514,66.44
11/16/2007,92.75,4.674,65.97
11/17/2007,92.98,5.0062,66.49
11/18/2007,93.24,6.1982,68.57
11/19/2007,93.46,6.1694,68.75
11/20/2007,93.87,5.3167,68.70
11/21/2007,94.13,5.8176,63.32
11/22/2007,94.24,5.8325,46.53
11/23/2007,94.38,6.0626,67.41
11/24/2007,94.51,7.1292,67.10
11/25/2007,94.53,6.631,65.88
11/26/2007,94.47,5.5848,67.99
11/27/2007,94.58,5.4065,77.64
11/28/2007,94.54,5.825,81.79
11/29/2007,94.55,5.5234,79.68
11/30/2007,94.56,5.2459,79.11
12/1/2007,94.6,4.8979,94.66
12/2/2007,94.58,5.983,85.48
12/3/2007,94.53,4.5115,88.57
12/4/2007,94.67,4.2823,82.15
12/5/2007,94.71,4.7232,87.45
12/6/2007,94.76,4.6253,64.95
12/7/2007,94.77,5.8486,80.51
12/8/2007,94.83,4.7352,96.66
12/9/2007,94.9,5.6182,95.52
12/10/2007,94.93,5.2183,85.54
12/11/2007,94.95,5.1773,81.99
12/12/2007,95.02,4.2235,80.34
12/13/2007,95.05,5.1746,95.82
12/14/2007,95.34,5.0772,88.08
12/15/2007,95.45,5.4322,96.85
12/16/2007,95.61,2.9393,91.43
12/17/2007,95.66,2.6719,89.32
12/18/2007,95.82,4.1712,84.20
12/19/2007,96.07,4.2955,89.38
12/20/2007,96.37,4.5902,94.63
12/21/2007,96.53,2.7554,89.97
12/22/2007,96.78,3.673,95.80
12/23/2007,96.98,2.6602,89.75
12/24/2007,97.18,4.7047,93.34
12/25/2007,97.38,4.5629,74.14
12/26/2007,97.55,3.9034,65.74
12/27/2007,97.8,4.0666,73.60
12/28/2007,98.02,3.0526,76.00
12/29/2007,98.21,4.14,90.08
12/30/2007,98.38,4.5091,74.74
12/31/2007,98.56,3.1668,91.21
1/1/2008,98.78,2.8318,81.04
1/2/2008,99.09,1.6735,88.40
1/3/2008,99.43,1.6774,107.72
1/4/2008,99.61,3.2714,107.35
1/5/2008,99.83,5.2442,85.16
1/6/2008,99.97,6.0074,70.19
1/7/2008,100,5.3837,73.10
1/8/2008,100.08,6.0338,76.41
1/9/2008,100.16,6.4171,76.14
1/10/2008,100.24,6.0931,74.01
1/11/2008,100.34,5.8778,74.39
1/12/2008,100.39,5.9966,75.34
1/13/2008,100.36,6.1128,71.32
1/14/2008,100.3,5.437,74.79
1/15/2008,100.28,4.6361,74.33
1/16/2008,100.34,4.92,68.34
1/17/2008,100.42,5.8546,72.68
1/18/2008,100.48,5.7274,74.89
1/19/2008,100.52,4.7798,75.19
1/20/2008,100.55,6.4694,74.80
1/21/2008,100.61,6.241,74.95
1/22/2008,100.67,5.5421,75.91
1/23/2008,100.82,5.4492,72.45
1/24/2008,100.88,6.0845,76.25
1/25/2008,100.9,6.3257,83.35
1/26/2008,100.85,5.4439,102.84
1/27/2008,100.85,5.4324,74.07
1/28/2008,100.92,5.4982,69.57
1/29/2008,100.96,3.7644,50.30
1/30/2008,101.01,4.2192,65.54
1/31/2008,101.12,4.2295,89.54
2/1/2008,101.11,2.1526,104.06
2/2/2008,101.12,3.8174,111.16
2/3/2008,101.1,4.6637,78.77
2/4/2008,101.09,5.4487,67.35
2/5/2008,101.06,5.3165,85.20
2/6/2008,101.05,3.9338,88.26
2/7/2008,101.04,3.2153,108.16
2/8/2008,101.04,2.4569,111.24
2/9/2008,101.06,2.975,112.79
2/10/2008,101.09,3.1116,113.92
2/11/2008,101.07,3.3221,110.51
2/12/2008,101.09,3.3451,99.14
2/13/2008,101.14,3.5957,90.58
2/14/2008,101.17,2.3861,93.04
2/15/2008,101.2,3.888,107.58
2/16/2008,101.17,3.5491,106.58
2/17/2008,101.17,3.019,104.63
2/18/2008,101.12,3.2434,95.88
2/19/2008,101.17,3.7567,96.94
2/20/2008,101.19,2.7785,98.62
2/21/2008,101.25,2.4578,81.22
2/22/2008,101.27,2.5152,95.87
2/23/2008,101.26,3.6439,96.41
2/24/2008,101.23,4.6663,96.42
2/25/2008,101.19,4.2737,69.49
2/26/2008,101.21,2.885,65.42
2/27/2008,101.21,4.95,62.11
2/28/2008,101.21,4.4983,65.36
2/29/2008,101.18,3.4301,64.31
3/1/2008,101.16,4.973,81.15
3/2/2008,101.14,5.1046,102.50
3/3/2008,101.14,4.9337,91.35
3/4/2008,101.1,3.9857,78.68
3/5/2008,101.09,4.0034,78.58
