Tanggal,TMA Realisasi_masl,GHI_,Turbines
6/23/2013,107.03,5.1739,189.53
6/24/2013,106.82,5.5433,180.14
6/25/2013,106.9,5.587,169.14
6/26/2013,106.95,5.0642,165.94
6/27/2013,107,5.0153,152.40
6/28/2013,106.98,5.279,169.89
6/29/2013,106.95,4.9085,183.82
6/30/2013,106.87,4.7158,184.23
7/1/2013,106.77,4.3003,185.14
7/2/2013,106.76,3.553,186.06
7/3/2013,106.76,3.0214,176.79
7/4/2013,106.82,1.583,190.25
7/5/2013,106.84,2.2615,169.92
7/6/2013,106.76,4.0013,162.78
7/7/2013,106.75,4.8727,159.17
7/8/2013,106.71,5.4475,178.29
7/9/2013,106.73,4.0954,168.59
7/10/2013,106.7,3.389,162.89
7/11/2013,106.69,4.2535,190.49
7/12/2013,106.67,4.7047,189.47
7/13/2013,106.64,2.7379,195.10
7/14/2013,106.65,2.4007,195.12
7/15/2013,106.77,4.2506,199.44
7/16/2013,106.93,5.5651,207.59
7/17/2013,107.03,4.8684,194.44
7/18/2013,107.22,4.3138,223.88
7/19/2013,107.22,5.3657,229.64
7/20/2013,107.4,4.2756,220.47
7/21/2013,107.35,4.8415,214.72
7/22/2013,107.25,2.1946,205.36
7/23/2013,107.34,4.3692,216.81
7/24/2013,107.34,4.033,205.62
7/25/2013,107.45,3.7488,209.58
7/26/2013,107.46,4.9411,216.33
7/27/2013,107.43,4.9625,223.46
7/28/2013,107.32,4.4954,218.90
7/29/2013,107.22,4.3678,191.02
7/30/2013,107.23,5.028,188.46
7/31/2013,107.32,5.4895,186.40
8/1/2013,107.22,5.3441,193.74
8/2/2013,107.04,4.9591,177.37
8/3/2013,106.91,5.5486,200.74
8/4/2013,106.84,5.3465,199.34
8/5/2013,106.74,3.6605,173.40
8/6/2013,106.65,4.9464,173.18
8/7/2013,106.58,5.0518,141.68
8/8/2013,106.65,5.4055,185.12
8/9/2013,106.65,5.7055,197.17
8/10/2013,106.62,5.5627,195.79
8/11/2013,106.6,5.5435,197.35
8/12/2013,106.56,6.09,200.28
8/13/2013,106.5,6.307,177.25
8/14/2013,106.38,5.7014,187.07
8/15/2013,106.27,5.4614,201.85
8/16/2013,106.24,6.1706,208.76
8/17/2013,106.29,5.5361,208.40
8/18/2013,106.32,5.7994,207.35
8/19/2013,106.21,6.3401,207.48
8/20/2013,106.25,5.5267,190.47
8/21/2013,106.29,6.0545,217.20
8/22/2013,106.28,6.6878,195.22
8/23/2013,106.29,6.6665,202.66
8/24/2013,106.33,6.786,214.60
8/25/2013,106.25,6.7944,206.81
8/26/2013,106.13,6.6857,162.24
8/27/2013,106.17,6.6701,181.40
8/28/2013,106.23,6.2597,184.73
8/29/2013,106.26,5.9215,189.82
8/30/2013,106.23,5.5555,222.43
8/31/2013,106.23,5.4336,223.16
9/1/2013,106,6.1138,224.38
9/2/2013,105.77,5.8217,225.32
9/3/2013,105.57,5.7254,211.59
9/4/2013,105.44,5.8243,198.65
9/5/2013,105.38,6.2227,221.22
9/6/2013,105.29,5.6592,216.90
9/7/2013,105.12,5.7173,218.37
9/8/2013,104.86,5.6347,217.45
9/9/2013,104.59,6.1889,206.53
9/10/2013,104.33,6.8882,203.30
9/11/2013,104.13,6.3845,188.35
9/12/2013,104.17,5.8222,178.93
9/13/2013,104.29,5.8766,180.00
9/14/2013,104.36,5.8042,182.34
9/15/2013,104.24,5.8164,181.11
9/16/2013,104.12,5.1528,182.90
9/17/2013,104.11,6.0437,182.29
9/18/2013,103.91,5.6671,180.00
9/19/2013,103.75,6.1308,160.30
9/20/2013,103.65,5.9542,184.17
9/21/2013,103.51,6.3554,179.61
9/22/2013,103.44,6.8023,185.63
9/23/2013,103.35,6.6185,181.11
9/24/2013,103.33,6.4942,164.53
9/25/2013,103.37,6.8518,185.69
9/26/2013,103.39,6.4824,189.22
9/27/2013,103.4,6.3132,188.09
9/28/2013,103.37,5.9282,211.16
9/29/2013,103.36,5.7869,217.26
9/30/2013,103.18,3.54,223.98
10/1/2013,103.04,5.8841,228.77
10/2/2013,102.89,5.9748,215.33
10/3/2013,102.73,6.504,226.76
10/4/2013,102.55,6.2825,223.26
10/5/2013,102.43,6.4222,239.43
10/6/2013,102.26,7.0442,230.19
10/7/2013,102.1,6.0372,236.73
10/8/2013,101.98,6.311,228.85
10/9/2013,101.86,6.569,218.37
10/10/2013,101.81,6.7411,196.19
10/11/2013,101.73,5.9753,189.50
10/12/2013,101.66,5.5056,197.54
10/13/2013,101.67,4.2278,191.83
10/14/2013,101.56,6.2124,223.57
10/15/2013,101.48,6.732,178.79
10/16/2013,101.42,6.7078,180.21
10/17/2013,101.44,5.9196,185.12
10/18/2013,101.54,4.741,192.38
10/19/2013,101.47,5.6515,186.04
10/20/2013,101.37,5.8277,189.72
10/21/2013,101.29,5.7425,192.16
10/22/2013,101.27,4.8607,192.41
10/23/2013,101.35,5.4202,192.52
10/24/2013,101.36,5.1559,178.05
10/25/2013,101.37,5.988,192.86
10/26/2013,101.46,5.4727,166.23
10/27/2013,101.45,5.4221,154.64
10/28/2013,101.37,4.5336,133.80
10/29/2013,101.56,4.747,164.10
10/30/2013,101.62,5.4629,182.78
10/31/2013,101.54,5.5042,211.59
11/1/2013,101.41,5.3405,228.80
11/2/2013,101.3,7.2535,225.66
11/3/2013,101.18,5.9002,209.86
11/4/2013,101.03,4.0819,203.59
11/5/2013,100.85,5.0083,203.01
11/6/2013,100.65,5.2697,192.35
11/7/2013,100.78,5.2126,176.47
11/8/2013,100.7,3.9619,198.12
11/9/2013,100.52,5.0477,204.02
11/10/2013,100.3,5.6842,196.50
11/11/2013,100.09,4.5055,193.72
11/12/2013,99.93,4.1993,207.55
11/13/2013,99.81,4.2372,175.60
11/14/2013,99.75,4.7887,164.39
11/15/2013,99.68,4.0678,176.99
11/16/2013,99.6,4.1909,205.42
11/17/2013,99.52,3.2138,189.21
11/18/2013,99.42,5.255,204.75
11/19/2013,99.42,6.5892,205.65
11/20/2013,99.32,6.2554,206.61
11/21/2013,99.2,5.9102,193.15
11/22/2013,99.15,6.8657,203.06
11/23/2013,99.16,6.3026,179.09
11/24/2013,99.12,5.256,178.71
11/25/2013,99.04,4.3723,199.88
11/26/2013,99.06,2.1631,203.40
11/27/2013,98.99,5.8843,175.93
11/28/2013,98.97,5.9057,179.34
11/29/2013,98.92,4.9632,198.29
11/30/2013,98.84,6.4176,201.56
12/1/2013,98.73,4.08,178.77
12/2/2013,98.68,4.7938,188.53
12/3/2013,98.84,4.9214,202.76
12/4/2013,98.65,5.1151,169.56
12/5/2013,98.59,5.2478,163.30
12/6/2013,98.57,5.1749,200.95
12/7/2013,98.41,5.5766,201.88
12/8/2013,98.21,3.869,197.51
12/9/2013,98.03,4.5617,189.82
12/10/2013,98,5.8754,192.35
12/11/2013,97.95,4.3858,190.12
12/12/2013,97.92,4.2946,202.43
12/13/2013,97.96,3.3996,204.01
12/14/2013,98,4.1107,195.74
12/15/2013,98.14,4.5262,203.97
12/16/2013,98.14,5.2603,200.33
12/17/2013,98.38,4.3898,201.10
12/18/2013,98.57,4.073,181.64
12/19/2013,98.95,4.577,143.26
12/20/2013,99.19,3.7951,194.12
12/21/2013,99.36,4.5365,194.94
12/22/2013,99.62,2.5171,183.11
12/23/2013,99.73,3.7514,187.62
12/24/2013,100.13,5.1732,164.78
12/25/2013,100.5,4.6658,185.47
12/26/2013,100.65,5.383,191.59
12/27/2013,100.99,5.3093,195.46
12/28/2013,101.25,6.1349,194.50
12/29/2013,101.24,5.2051,176.54
12/30/2013,101.18,2.1139,174.06
12/31/2013,101.22,2.5445,195.01
1/1/2014,101.15,2.941,195.00
1/2/2014,101.09,5.7643,194.97
1/3/2014,101.08,5.1115,196.70
1/4/2014,101.18,3.9989,184.76
1/5/2014,101.11,5.2049,189.58
1/6/2014,100.98,4.4746,191.37
1/7/2014,100.88,5.5207,192.28
1/8/2014,100.9,3.2198,194.48
1/9/2014,100.86,6.0173,167.44
1/10/2014,100.98,5.7192,186.72
1/11/2014,101.23,5.1096,177.07
1/12/2014,101.29,2.6666,192.08
1/13/2014,101.43,2.4173,186.78
1/14/2014,101.58,5.1432,183.44
1/15/2014,101.52,3.5098,184.73
1/16/2014,101.63,2.5531,193.03
1/17/2014,101.71,1.4076,192.73
1/18/2014,102.16,3.0694,192.10
1/19/2014,102.33,2.1682,173.38
1/20/2014,102.39,2.6904,176.04
1/21/2014,102.6,1.9486,166.74
1/22/2014,102.95,3.6931,147.00
1/23/2014,103.19,2.094,134.67
1/24/2014,103.47,3.3338,180.60
1/25/2014,103.66,4.7654,160.36
1/26/2014,103.81,5.6484,157.61
1/27/2014,103.89,3.9214,179.05
1/28/2014,103.97,1.89,160.90
1/29/2014,104.17,2.7427,140.76
1/30/2014,104.29,3.6842,187.28
1/31/2014,104.32,2.9666,187.58
2/1/2014,104.18,4.5982,193.63
2/2/2014,104.03,2.2178,194.10
2/3/2014,103.94,2.9316,195.46
2/4/2014,103.95,2.6261,196.71
2/5/2014,103.93,3.2806,177.05
2/6/2014,103.95,4.5821,195.12
2/7/2014,103.9,3.9679,182.80
2/8/2014,103.89,3.2052,181.29
2/9/2014,103.78,3.4735,167.73
2/10/2014,103.8,4.1954,191.23
2/11/2014,104.07,5.0354,191.13
2/12/2014,104.33,4.6956,158.64
2/13/2014,104.59,6.0274,195.57
2/14/2014,104.82,4.3973,180.92
2/15/2014,104.87,3.222,188.92
2/16/2014,104.62,4.1081,200.42
2/17/2014,104.45,4.379,200.93
2/18/2014,104.39,3.6451,202.72
2/19/2014,104.31,4.7311,187.71
2/20/2014,104.24,6.0794,177.68
2/21/2014,104.25,3.4594,119.63
2/22/2014,104.3,2.0748,192.34
2/23/2014,104.09,4.0327,183.07
2/24/2014,103.95,2.8802,189.47
2/25/2014,104,2.6333,199.57
2/26/2014,104.26,2.0386,187.83
2/27/2014,104.4,2.7883,199.67
2/28/2014,104.48,5.1965,186.72
3/1/2014,104.67,5.0837,166.70
3/2/2014,104.48,5.5637,190.56
3/3/2014,104.33,5.6093,185.23
3/4/2014,104.47,6.6384,201.79
3/5/2014,104.73,5.1257,172.30
3/6/2014,104.99,6.1838,160.35
3/7/2014,105.34,4.9822,183.02
3/8/2014,105.53,4.4467,175.67
3/9/2014,105.37,3.4762,187.06
3/10/2014,105.14,2.2397,183.30
3/11/2014,105,4.3836,194.00
3/12/2014,105.02,3.0389,167.79
3/13/2014,104.98,4.7638,172.36
3/14/2014,105.09,4.8396,175.47
3/15/2014,105.29,5.0858,188.12
3/16/2014,105.44,5.1622,177.94
3/17/2014,105.2,4.5929,168.77
3/18/2014,105.32,5.2558,176.06
3/19/2014,105.71,5.6023,171.59
3/20/2014,105.93,5.4593,176.10
3/21/2014,105.96,4.26,179.26
3/22/2014,105.93,3.5762,175.12
3/23/2014,105.65,3.5474,158.88
3/24/2014,105.35,5.2303,176.74
3/25/2014,105.49,2.7197,174.29
3/26/2014,105.84,3.923,185.69
3/27/2014,106.08,5.4557,149.42
3/28/2014,106.33,5.3914,142.60
3/29/2014,106.58,5.7286,157.74
3/30/2014,106.68,5.3158,158.34
3/31/2014,106.57,5.8397,163.92
4/1/2014,106.47,5.7322,163.46
4/2/2014,106.6,4.6488,148.36
4/3/2014,106.84,5.8838,147.83
4/4/2014,107.08,5.0818,150.64
4/5/2014,107.17,5.1386,149.83
4/6/2014,107.21,5.0983,150.98
4/7/2014,107.11,5.5639,151.93
4/8/2014,107.15,5.5385,151.98
4/9/2014,107.17,4.7491,152.21
4/10/2014,107.19,4.8418,151.74
4/11/2014,107.32,4.9027,138.31
4/12/2014,107.44,4.5485,116.43
4/13/2014,107.42,5.0618,139.25
4/14/2014,107.35,5.3582,117.48
4/15/2014,107.49,5.0626,142.12
4/16/2014,107.56,4.2708,125.50
4/17/2014,107.58,5.8788,141.66
4/18/2014,107.54,5.9386,138.97
4/19/2014,107.43,5.8332,138.61
4/20/2014,107.43,5.0467,133.41
4/21/2014,107.5,4.6606,219.19
4/22/2014,107.63,5.0386,128.86
4/23/2014,107.69,5.915,114.11
4/24/2014,107.94,5.5625,114.16
4/25/2014,108.05,5.1571,129.24
4/26/2014,108.15,4.8763,139.50
4/27/2014,107.89,3.7003,137.70
4/28/2014,107.64,5.4226,139.17
4/29/2014,107.66,5.3201,140.01
4/30/2014,107.68,5.0842,115.04
5/1/2014,107.8,4.675,126.15
5/2/2014,107.59,5.1802,141.33
5/3/2014,107.65,5.028,140.79
5/4/2014,107.61,5.0832,133.05
5/5/2014,107.43,5.3273,119.45
5/6/2014,107.67,4.8146,106.56
5/7/2014,107.79,5.7838,117.49
5/8/2014,107.81,4.698,134.83
5/9/2014,107.77,5.1929,131.80
5/10/2014,107.67,4.614,130.72
5/11/2014,107.39,4.9224,146.80
5/12/2014,107.19,4.505,164.41
5/13/2014,107.05,5.219,163.09
5/14/2014,107.02,4.9349,174.29
5/15/2014,106.92,4.3639,183.15
5/16/2014,106.84,4.95,148.06
5/17/2014,106.97,4.2235,156.10
5/18/2014,106.93,4.9246,162.33
5/19/2014,106.87,4.9248,173.81
5/20/2014,106.92,4.6786,190.70
5/21/2014,106.99,5.3822,191.16
5/22/2014,106.98,4.6481,194.19
5/23/2014,107.17,5.0566,176.73
5/24/2014,107.44,4.2895,155.57
5/25/2014,107.58,4.7791,185.64
5/26/2014,107.38,4.1498,172.15
5/27/2014,107.42,4.7962,184.89
5/28/2014,107.28,4.1506,184.09
5/29/2014,107.31,5.0933,174.94
5/30/2014,107.16,4.8593,172.31
5/31/2014,107.22,4.9594,160.12
6/1/2014,107.12,5.2973,172.26
6/2/2014,107,5.1228,170.81
6/3/2014,107.08,4.9514,182.51
6/4/2014,107.21,4.4472,172.22
6/5/2014,107.19,3.6334,186.78
6/6/2014,107.19,3.7346,170.90
6/7/2014,107.13,5.1343,177.58
6/8/2014,106.95,5.4084,170.40
6/9/2014,106.8,4.921,178.56
6/10/2014,106.8,4.5989,188.06
6/11/2014,106.8,4.3349,176.19
6/12/2014,106.79,4.2797,168.95
6/13/2014,106.92,4.1093,186.33
6/14/2014,106.93,4.123,187.54
6/15/2014,106.81,3.0775,190.48
6/16/2014,106.65,4.631,190.70
6/17/2014,106.72,3.8472,162.05
6/18/2014,106.73,4.5209,166.05
6/19/2014,106.75,2.4194,174.65
6/20/2014,106.85,4.614,175.60
6/21/2014,106.99,4.2038,172.17
6/22/2014,107.02,5.0297,188.82
6/23/2014,106.99,4.2418,178.93
6/24/2014,107.1,3.7754,190.57
6/25/2014,107.15,4.7266,192.93
6/26/2014,107.19,2.2226,192.17
6/27/2014,107.21,2.9323,158.93
6/28/2014,107.23,3.4085,183.46
6/29/2014,107.15,4.4004,192.03
6/30/2014,107.11,5.0018,180.39
7/1/2014,107.2,5.5092,180.12
7/2/2014,107.25,3.6379,151.55
7/3/2014,107.27,3.7771,148.21
7/4/2014,107.28,4.7592,113.49
7/5/2014,107.41,3.3451,144.59
7/6/2014,107.31,4.0656,142.48
7/7/2014,107.13,3.7762,138.95
7/8/2014,107.27,3.9902,144.10
7/9/2014,107.34,4.5682,136.96
7/10/2014,107.16,4.6687,138.65
7/11/2014,107.13,4.1671,139.04
7/12/2014,107.26,4.1544,138.25
7/13/2014,107.11,1.4388,128.12
7/14/2014,106.94,5.7859,140.82
7/15/2014,106.87,5.1792,129.92
7/16/2014,106.82,4.8581,142.90
7/17/2014,106.82,4.7854,145.05
7/18/2014,106.87,5.0102,127.90
7/19/2014,106.73,5.177,141.27
7/20/2014,106.51,4.9498,140.92
7/21/2014,106.25,4.9066,136.84
7/22/2014,106.15,4.957,139.77
7/23/2014,106.08,3.8527,166.13
7/24/2014,105.9,4.6015,156.04
7/25/2014,105.7,3.6362,177.82
7/26/2014,105.51,3.653,178.82
7/27/2014,105.35,4.6008,167.26
7/28/2014,105.24,4.481,163.95
7/29/2014,105.16,5.0131,132.61
7/30/2014,105.04,5.1134,141.48
7/31/2014,104.89,4.8103,159.43
8/1/2014,104.7,5.807,162.68
8/2/2014,104.55,5.5454,165.30
8/3/2014,104.33,4.6524,168.71
8/4/2014,104.12,4.8595,173.77
8/5/2014,103.95,5.5949,173.20
8/6/2014,103.83,5.521,155.42
8/7/2014,103.6,5.4146,162.50
8/8/2014,103.36,5.1713,152.25
8/9/2014,103.21,5.3107,158.50
8/10/2014,102.99,5.1946,163.52
8/11/2014,102.71,4.7981,173.00
8/12/2014,102.58,5.5942,136.05
8/13/2014,102.61,5.7187,130.99
8/14/2014,102.69,5.4216,146.67
8/15/2014,102.77,5.5553,144.76
8/16/2014,102.72,6.011,141.44
8/17/2014,102.55,5.7182,103.87
8/18/2014,102.41,5.6266,118.07
8/19/2014,102.35,5.8162,113.21
8/20/2014,102.45,5.519,134.06
8/21/2014,102.54,5.5723,136.47
8/22/2014,102.78,5.195,138.69
8/23/2014,102.98,5.617,147.24
8/24/2014,102.82,5.9306,145.42
8/25/2014,102.67,6.0624,144.86
8/26/2014,102.61,5.6654,146.76
8/27/2014,102.64,5.653,129.32
8/28/2014,102.71,5.6513,144.86
8/29/2014,102.67,5.2289,140.97
8/30/2014,102.51,6.0394,135.56
8/31/2014,102.34,5.6057,142.28
9/1/2014,102.13,5.6796,137.89
9/2/2014,102.02,6.283,135.68
9/3/2014,101.99,6.7018,144.51
9/4/2014,101.95,6.0576,146.79
9/5/2014,101.86,6.0804,147.39
9/6/2014,101.95,5.3112,168.34
9/7/2014,101.83,5.376,176.35
9/8/2014,101.6,5.9911,136.49
9/9/2014,101.69,6.4253,139.05
9/10/2014,101.66,6.5676,138.74
9/11/2014,101.53,6.6636,132.79
9/12/2014,101.52,6.7637,137.44
9/13/2014,101.4,6.8892,114.60
9/14/2014,101.18,7.1916,141.81
9/15/2014,100.92,6.6254,139.24
9/16/2014,100.75,6.4118,137.31
9/17/2014,100.72,6.7687,133.00
9/18/2014,100.88,6.3876,133.21
9/19/2014,101.05,5.833,150.46
9/20/2014,101.29,5.3443,143.09
9/21/2014,101.16,5.8594,153.31
9/22/2014,101,6.3098,132.56
9/23/2014,100.91,6.8042,147.36
9/24/2014,100.86,7.0274,149.19
9/25/2014,100.83,6.8388,148.37
9/26/2014,100.77,6.9377,179.15
9/27/2014,100.61,6.9389,189.08
9/28/2014,100.37,6.3283,183.08
9/29/2014,100.15,6.2002,181.56
9/30/2014,99.92,6.1469,180.10
10/1/2014,99.72,5.6431,156.35
10/2/2014,99.65,6.3041,153.59
10/3/2014,99.5,6.4205,194.27
10/4/2014,99.4,6.6362,192.79
10/5/2014,99.14,6.2309,198.88
10/6/2014,98.93,4.5982,200.92
10/7/2014,98.69,5.3674,201.84
10/8/2014,98.45,5.1281,180.59
10/9/2014,98.26,7.045,188.38
10/10/2014,98.2,7.1966,199.67
10/11/2014,98.15,6.4987,165.69
10/12/2014,98.02,6.2146,201.76
10/13/2014,97.86,5.9554,185.07
10/14/2014,98.02,4.8948,206.67
10/15/2014,98.27,4.6992,188.56
10/16/2014,98.47,5.1576,189.90
10/17/2014,98.52,5.4876,169.92
10/18/2014,98.39,6.0823,187.68
10/19/2014,98.14,5.6138,168.76
10/20/2014,97.92,5.6093,174.78
10/21/2014,97.99,5.7701,205.51
10/22/2014,98.05,5.5906,209.23
10/23/2014,97.97,4.571,210.15
10/24/2014,97.7,6.019,211.67
10/25/2014,97.42,6.2486,212.16
10/26/2014,97.13,6.2926,195.28
10/27/2014,96.87,6.4802,214.35
10/28/2014,96.62,6.1526,205.54
10/29/2014,96.48,4.9056,199.29
10/30/2014,96.22,3.372,178.42
10/31/2014,96.09,5.8553,214.09
11/1/2014,95.88,6.5698,218.44
11/2/2014,95.7,6.3679,214.72
11/3/2014,95.52,7.1395,192.73
11/4/2014,95.36,6.8652,178.74
11/5/2014,95.2,5.874,199.06
11/6/2014,94.93,5.1211,200.57
11/7/2014,94.66,4.5463,210.25
11/8/2014,94.36,5.3873,205.29
11/9/2014,94.07,5.5966,212.01
11/10/2014,93.83,4.5074,206.61
11/11/2014,93.61,3.5491,199.18
11/12/2014,93.43,5.8618,185.85
11/13/2014,93.41,5.1703,171.31
11/14/2014,93.56,4.2055,169.08
11/15/2014,93.42,5.1641,168.31
11/16/2014,93.35,4.4678,161.56
11/17/2014,93.19,4.5062,167.73
11/18/2014,93.23,4.3922,167.92
11/19/2014,93.37,4.6946,168.97
11/20/2014,93.53,4.9205,167.92
11/21/2014,93.7,5.5502,167.17
11/22/2014,94.03,5.0268,170.71
11/23/2014,94.26,4.8629,171.70
11/24/2014,94.25,4.7645,160.22
11/25/2014,94.52,4.3997,167.58
11/26/2014,94.65,5.1271,173.46
11/27/2014,94.83,5.2481,175.08
11/28/2014,94.97,5.5133,172.93
11/29/2014,95.08,4.6951,173.08
11/30/2014,95.13,4.7863,169.90
12/1/2014,95.01,4.7237,169.58
12/2/2014,95.13,3.6118,170.40
12/3/2014,95.15,3.649,169.35
12/4/2014,95.01,4.0034,174.38
12/5/2014,94.93,3.7675,174.96
12/6/2014,94.84,4.2122,175.07
12/7/2014,94.69,4.3272,173.55
12/8/2014,94.44,5.437,174.57
12/9/2014,94.38,5.2159,172.49
12/10/2014,94.42,5.9479,174.20
12/11/2014,94.56,5.0086,174.46
12/12/2014,94.65,3.81,174.28
12/13/2014,94.86,3.1822,174.79
12/14/2014,94.94,5.3858,175.40
12/15/2014,94.8,5.2426,175.05
12/16/2014,94.78,5.0299,174.26
12/17/2014,94.9,5.2594,175.73
12/18/2014,94.83,5.3796,166.30
12/19/2014,94.78,5.5219,174.66
12/20/2014,94.99,4.6824,149.34
12/21/2014,95.29,5.2769,154.54
12/22/2014,95.3,4.5775,142.67
12/23/2014,95.51,4.8257,170.39
12/24/2014,95.92,6.0041,172.32
12/25/2014,96.33,6.2422,178.11
12/26/2014,96.7,5.2224,176.46
12/27/2014,97.19,2.239,173.28
12/28/2014,97.52,3.2448,172.14
12/29/2014,97.7,4.5492,171.84
12/30/2014,98.13,4.2866,172.39
12/31/2014,98.5,3.8681,170.98
1/1/2015,98.63,4.531,170.96
1/2/2015,98.69,4.5238,169.33
1/3/2015,98.65,3.9266,167.79
1/4/2015,98.75,4.1604,161.41
1/5/2015,98.74,5.7773,156.89
1/6/2015,98.75,4.8816,130.04
1/7/2015,98.91,5.5786,123.25
1/8/2015,99,6.2287,133.84
1/9/2015,99.22,6.3996,128.16
1/10/2015,99.36,6.199,112.50
1/11/2015,99.41,6.2498,144.99
1/12/2015,99.25,3.1603,157.34
1/13/2015,99.16,2.6177,156.07
1/14/2015,99.32,4.6258,137.25
1/15/2015,99.39,4.968,153.41
1/16/2015,99.4,4.4592,153.34
1/17/2015,99.41,3.8513,152.49
1/18/2015,99.27,3.443,148.89
1/19/2015,99.11,2.0782,142.97
1/20/2015,99.05,4.5727,133.76
1/21/2015,99.06,4.3248,130.75
1/22/2015,99.03,2.8135,126.58
1/23/2015,99,4.1076,128.28
1/24/2015,98.95,5.8831,127.24
1/25/2015,98.83,5.1084,127.07
1/26/2015,98.81,4.1486,127.10
1/27/2015,98.73,3.8544,126.63
1/28/2015,98.73,5.8426,127.44
1/29/2015,98.83,5.7936,124.87
1/30/2015,99.04,5.3522,124.48
1/31/2015,99.13,2.7648,124.40
2/1/2015,99.27,1.2754,120.71
2/2/2015,99.35,5.2704,120.82
2/3/2015,99.49,3.7946,130.10
2/4/2015,99.48,4.3925,135.15
2/5/2015,99.46,4.7393,127.44
2/6/2015,99.43,4.7909,131.80
2/7/2015,99.54,4.9673,134.78
2/8/2015,99.8,3.9084,135.94
2/9/2015,100.02,2.4266,137.23
2/10/2015,100.38,4.1707,132.00
2/11/2015,100.65,4.0721,164.20
2/12/2015,100.84,4.3454,167.19
2/13/2015,100.99,3.0074,170.75
2/14/2015,100.88,4.4467,169.81
2/15/2015,100.7,5.1943,168.42
2/16/2015,100.52,4.9666,162.18
2/17/2015,100.43,3.9586,158.63
2/18/2015,100.49,4.8605,171.09
2/19/2015,100.42,2.7955,171.35
2/20/2015,100.27,3.8182,171.24
2/21/2015,100.27,5.9705,167.62
2/22/2015,100.11,6.9986,156.64
2/23/2015,99.91,4.9838,141.53
2/24/2015,99.87,6.1567,136.78
2/25/2015,99.91,5.5032,135.81
2/26/2015,100.05,4.9308,128.58
2/27/2015,100.36,4.7954,120.09
2/28/2015,100.82,4.7964,120.84
3/1/2015,100.98,4.2998,120.48
3/2/2015,101.14,4.307,120.22
3/3/2015,101.44,4.781,120.70
3/4/2015,101.73,4.9915,121.36
3/5/2015,101.95,4.511,123.06
3/6/2015,102.21,5.6904,125.20
3/7/2015,102.38,4.2355,126.59
3/8/2015,102.44,3.732,132.00
3/9/2015,102.39,5.6054,124.73
3/10/2015,102.54,5.5838,118.90
3/11/2015,102.67,3.9926,115.40
3/12/2015,102.77,4.6361,115.14
3/13/2015,102.87,4.1885,111.63
3/14/2015,102.89,3.5009,113.78
3/15/2015,102.87,4.5722,113.74
3/16/2015,102.88,5.4703,114.78
3/17/2015,102.89,5.9438,115.75
3/18/2015,102.93,6.2539,109.66
3/19/2015,103.11,5.4775,115.67
3/20/2015,103.36,4.7974,116.53
3/21/2015,103.55,3.949,135.10
3/22/2015,103.68,4.7633,155.67
3/23/2015,103.7,5.9306,164.91
3/24/2015,104.23,4.9858,164.34
3/25/2015,104.68,4.1458,163.64
3/26/2015,104.95,4.0577,152.73
3/27/2015,105.21,6.1778,162.42
3/28/2015,105.48,5.2882,161.96
3/29/2015,105.72,5.5752,162.30
3/30/2015,105.86,5.6635,159.85
3/31/2015,106.09,5.8075,161.27
4/1/2015,106.45,4.3841,160.12
4/2/2015,106.81,3.5011,152.03
4/3/2015,107.21,2.8498,159.41
4/4/2015,107.25,4.7143,159.18
4/5/2015,107.37,5.2397,128.81
4/6/2015,107.62,5.268,163.28
4/7/2015,107.77,4.3913,183.19
4/8/2015,107.72,4.8941,179.55
4/9/2015,107.73,4.7302,190.81
4/10/2015,107.61,6.077,194.59
4/11/2015,107.49,5.0854,193.54
4/12/2015,107.29,5.0578,193.18
4/13/2015,107.19,2.7293,170.46
4/14/2015,107.34,5.0731,192.11
4/15/2015,107.4,5.2277,189.84
4/16/2015,107.44,5.0441,190.21
4/17/2015,107.43,2.6978,175.94
4/18/2015,107.47,4.4297,184.81
4/19/2015,107.45,5.0256,177.46
4/20/2015,107.33,4.903,182.79
4/21/2015,107.42,4.921,177.78
4/22/2015,107.47,4.8144,156.68
4/23/2015,107.55,4.9637,164.00
4/24/2015,107.52,4.86,154.55
4/25/2015,107.47,3.4742,170.37
4/26/2015,107.36,5.4346,168.40
4/27/2015,107.21,4.5403,166.98
4/28/2015,107.17,5.0009,173.26
4/29/2015,107.17,4.7993,177.84
4/30/2015,107.15,4.799,169.72
5/1/2015,107.68,4.531,183.89
5/2/2015,106.94,4.6178,185.21
5/3/2015,106.9,3.3086,180.74
5/4/2015,106.85,4.1045,164.44
5/5/2015,106.85,5.8478,153.05
5/6/2015,106.84,5.2409,153.25
5/7/2015,106.91,5.4941,152.43
5/8/2015,106.97,4.8022,158.51
5/9/2015,107.02,5.5025,190.13
5/10/2015,106.98,5.6268,185.68
5/11/2015,106.92,4.4674,160.09
5/12/2015,106.98,5.7516,196.58
5/13/2015,107.05,5.0988,198.00
5/14/2015,106.93,4.6918,198.19
5/15/2015,106.83,3.6665,198.40
5/16/2015,106.75,4.879,187.74
5/17/2015,106.55,5.4242,198.37
5/18/2015,106.33,5.1631,174.28
5/19/2015,106.4,5.5207,198.23
5/20/2015,106.43,6.0499,196.46
5/21/2015,106.38,5.5363,199.55
5/22/2015,106.27,5.7053,198.08
5/23/2015,106.11,5.9155,187.79
5/24/2015,105.94,4.9044,184.58
5/25/2015,105.74,5.4761,198.35
5/26/2015,105.63,4.9841,200.50
